date_created,strike,maturity,time_to_maturity,option_price
2025-01-02,85.0,2025-02-01,0.11904761904761904,13.835226161166169
2025-01-02,85.0,2025-03-03,0.23809523809523808,14.28950017397392
2025-01-02,85.0,2025-05-02,0.47619047619047616,15.168782028780855
2025-01-02,90.0,2025-02-01,0.11904761904761904,9.221322715609475
2025-01-02,90.0,2025-03-03,0.23809523809523808,10.272275314317909
2025-01-02,90.0,2025-05-02,0.47619047619047616,11.626767728635235
2025-01-02,95.0,2025-02-01,0.11904761904761904,5.167082672454052
2025-01-02,95.0,2025-03-03,0.23809523809523808,6.176214933001215
2025-01-02,95.0,2025-05-02,0.47619047619047616,7.975145923093155
2025-01-02,100.0,2025-02-01,0.11904761904761904,2.4043322058067402
2025-01-02,100.0,2025-03-03,0.23809523809523808,3.635143508872834
2025-01-02,100.0,2025-05-02,0.47619047619047616,5.638106811940601
2025-01-02,105.0,2025-02-01,0.11904761904761904,0.8298004793756291
2025-01-02,105.0,2025-03-03,0.23809523809523808,1.9577193890306157
2025-01-02,105.0,2025-05-02,0.47619047619047616,3.7434247371387404
2025-01-02,110.0,2025-02-01,0.11904761904761904,0.23048010431768373
2025-01-02,110.0,2025-03-03,0.23809523809523808,0.8254884720581891
2025-01-02,110.0,2025-05-02,0.47619047619047616,2.0014103847015483
2025-01-02,115.0,2025-02-01,0.11904761904761904,0.044108539734273644
2025-01-02,115.0,2025-03-03,0.23809523809523808,0.28769764015159144
2025-01-02,115.0,2025-05-02,0.47619047619047616,1.343305693895173
2025-01-02,120.0,2025-02-01,0.11904761904761904,0.011687655353898027
2025-01-02,120.0,2025-03-03,0.23809523809523808,0.10169778889007815
2025-01-02,120.0,2025-05-02,0.47619047619047616,0.7807279449453313
2025-01-03,80.0,2025-02-02,0.11904761904761904,19.093679677255814
2025-01-03,80.0,2025-03-04,0.23809523809523808,19.549898579479326
2025-01-03,80.0,2025-05-03,0.47619047619047616,19.978907427598376
2025-01-03,85.0,2025-02-02,0.11904761904761904,14.408966568390644
2025-01-03,85.0,2025-03-04,0.23809523809523808,14.702545543156262
2025-01-03,85.0,2025-05-03,0.47619047619047616,15.210745707569302
2025-01-03,90.0,2025-02-02,0.11904761904761904,9.525550449696444
2025-01-03,90.0,2025-03-04,0.23809523809523808,10.190281350884
2025-01-03,90.0,2025-05-03,0.47619047619047616,11.277164686258665
2025-01-03,95.0,2025-02-02,0.11904761904761904,5.275135069611669
2025-01-03,95.0,2025-03-04,0.23809523809523808,6.3023697919229695
2025-01-03,95.0,2025-05-03,0.47619047619047616,8.311093823345281
2025-01-03,100.0,2025-02-02,0.11904761904761904,2.496855856041818
2025-01-03,100.0,2025-03-04,0.23809523809523808,3.6322856358327242
2025-01-03,100.0,2025-05-03,0.47619047619047616,5.510380786854867
2025-01-03,105.0,2025-02-02,0.11904761904761904,0.7517624504914184
2025-01-03,105.0,2025-03-04,0.23809523809523808,1.7408433483493218
2025-01-03,105.0,2025-05-03,0.47619047619047616,3.2685684789782172
2025-01-03,110.0,2025-02-02,0.11904761904761904,0.2245891171524931
2025-01-03,110.0,2025-03-04,0.23809523809523808,0.7305097658550069
2025-01-03,110.0,2025-05-03,0.47619047619047616,2.2741061472650768
2025-01-03,115.0,2025-02-02,0.11904761904761904,0.05253159275657504
2025-01-03,115.0,2025-03-04,0.23809523809523808,0.31075574281552465
2025-01-03,115.0,2025-05-03,0.47619047619047616,1.2254964534670376
2025-01-03,120.0,2025-02-02,0.11904761904761904,0.014292137301223641
2025-01-03,120.0,2025-03-04,0.23809523809523808,0.1076046651448979
2025-01-03,120.0,2025-05-03,0.47619047619047616,0.594972734661196
2025-01-06,80.0,2025-02-05,0.11904761904761904,18.728159013248042
2025-01-06,80.0,2025-03-07,0.23809523809523808,19.000566626875926
2025-01-06,80.0,2025-05-06,0.47619047619047616,19.89106019039236
2025-01-06,85.0,2025-02-05,0.11904761904761904,13.527241251738825
2025-01-06,85.0,2025-03-07,0.23809523809523808,13.938700371807988
2025-01-06,85.0,2025-05-06,0.47619047619047616,14.9676930815153
2025-01-06,90.0,2025-02-05,0.11904761904761904,8.765322779121478
2025-01-06,90.0,2025-03-07,0.23809523809523808,9.719874698344148
2025-01-06,90.0,2025-05-06,0.47619047619047616,11.634692496543176
2025-01-06,95.0,2025-02-05,0.11904761904761904,4.723673440874114
2025-01-06,95.0,2025-03-07,0.23809523809523808,6.168225119516766
2025-01-06,95.0,2025-05-06,0.47619047619047616,8.173025299359052
2025-01-06,100.0,2025-02-05,0.11904761904761904,2.3868082283785266
2025-01-06,100.0,2025-03-07,0.23809523809523808,3.6516321694063896
2025-01-06,100.0,2025-05-06,0.47619047619047616,5.524637898290377
2025-01-06,105.0,2025-02-05,0.11904761904761904,0.7673794421131169
2025-01-06,105.0,2025-03-07,0.23809523809523808,1.5967110274578251
2025-01-06,105.0,2025-05-06,0.47619047619047616,3.7479276491682376
2025-01-06,110.0,2025-02-05,0.11904761904761904,0.20793714896846482
2025-01-06,110.0,2025-03-07,0.23809523809523808,0.7691541516361248
2025-01-06,110.0,2025-05-06,0.47619047619047616,2.1078317891613967
2025-01-06,115.0,2025-02-05,0.11904761904761904,0.03625917265985527
2025-01-06,115.0,2025-03-07,0.23809523809523808,0.34262094347572253
2025-01-06,115.0,2025-05-06,0.47619047619047616,1.4188279096024052
2025-01-06,120.0,2025-02-05,0.11904761904761904,0.0012988450423477196
2025-01-06,120.0,2025-03-07,0.23809523809523808,0.13077945980832525
2025-01-06,120.0,2025-05-06,0.47619047619047616,0.6871208793193981
2025-01-07,80.0,2025-02-06,0.11904761904761904,15.214624780803597
2025-01-07,80.0,2025-03-08,0.23809523809523808,15.726371157308183
2025-01-07,80.0,2025-05-07,0.47619047619047616,16.735033512682868
2025-01-07,85.0,2025-02-06,0.11904761904761904,10.760495002810314
2025-01-07,85.0,2025-03-08,0.23809523809523808,11.446547268004487
2025-01-07,85.0,2025-05-07,0.47619047619047616,12.268463412759655
2025-01-07,90.0,2025-02-06,0.11904761904761904,6.275420068282355
2025-01-07,90.0,2025-03-08,0.23809523809523808,7.173593586597016
2025-01-07,90.0,2025-05-07,0.47619047619047616,9.1290579156801
2025-01-07,95.0,2025-02-06,0.11904761904761904,3.077963139033191
2025-01-07,95.0,2025-03-08,0.23809523809523808,4.290895217798728
2025-01-07,95.0,2025-05-07,0.47619047619047616,5.879894906075321
2025-01-07,100.0,2025-02-06,0.11904761904761904,1.1020179603231421
2025-01-07,100.0,2025-03-08,0.23809523809523808,2.3716985063207905
2025-01-07,100.0,2025-05-07,0.47619047619047616,4.277948071929186
2025-01-07,105.0,2025-02-06,0.11904761904761904,0.3885669845517441
2025-01-07,105.0,2025-03-08,0.23809523809523808,1.0733903331475674
2025-01-07,105.0,2025-05-07,0.47619047619047616,2.6487040724869786
2025-01-07,110.0,2025-02-06,0.11904761904761904,0.10011961289372903
2025-01-07,110.0,2025-03-08,0.23809523809523808,0.4463519553923732
2025-01-07,110.0,2025-05-07,0.47619047619047616,1.3698962075471526
2025-01-07,115.0,2025-02-06,0.11904761904761904,0.009437769717498634
2025-01-07,115.0,2025-03-08,0.23809523809523808,0.16649001432668706
2025-01-07,115.0,2025-05-07,0.47619047619047616,0.8437631222226292
2025-01-07,120.0,2025-02-06,0.11904761904761904,0.0
2025-01-07,120.0,2025-03-08,0.23809523809523808,0.09017134631795352
2025-01-07,120.0,2025-05-07,0.47619047619047616,0.5872682786646776
2025-01-08,80.0,2025-02-07,0.11904761904761904,16.99892651211116
2025-01-08,80.0,2025-03-09,0.23809523809523808,17.23107816322488
2025-01-08,80.0,2025-05-08,0.47619047619047616,18.542052923470134
2025-01-08,85.0,2025-02-07,0.11904761904761904,12.072234623376291
2025-01-08,85.0,2025-03-09,0.23809523809523808,12.898440509864281
2025-01-08,85.0,2025-05-08,0.47619047619047616,13.966621446759662
2025-01-08,90.0,2025-02-07,0.11904761904761904,7.604928543153567
2025-01-08,90.0,2025-03-09,0.23809523809523808,8.046801633894287
2025-01-08,90.0,2025-05-08,0.47619047619047616,10.337247977713396
2025-01-08,95.0,2025-02-07,0.11904761904761904,3.9538574402837514
2025-01-08,95.0,2025-03-09,0.23809523809523808,5.140645739126944
2025-01-08,95.0,2025-05-08,0.47619047619047616,6.752646718549277
2025-01-08,100.0,2025-02-07,0.11904761904761904,1.7311253918872074
2025-01-08,100.0,2025-03-09,0.23809523809523808,2.4943884422753415
2025-01-08,100.0,2025-05-08,0.47619047619047616,4.079221393165388
2025-01-08,105.0,2025-02-07,0.11904761904761904,0.46537703659068014
2025-01-08,105.0,2025-03-09,0.23809523809523808,1.4385745550610989
2025-01-08,105.0,2025-05-08,0.47619047619047616,2.5717999219114063
2025-01-08,110.0,2025-02-07,0.11904761904761904,0.10335364214082757
2025-01-08,110.0,2025-03-09,0.23809523809523808,0.5516081166613108
2025-01-08,110.0,2025-05-08,0.47619047619047616,1.806623792828803
2025-01-08,115.0,2025-02-07,0.11904761904761904,0.03645991733759466
2025-01-08,115.0,2025-03-09,0.23809523809523808,0.20064141581119588
2025-01-08,115.0,2025-05-08,0.47619047619047616,1.0953944018341504
2025-01-08,120.0,2025-02-07,0.11904761904761904,0.004405803235811858
2025-01-08,120.0,2025-03-09,0.23809523809523808,0.08002602865909814
2025-01-08,120.0,2025-05-08,0.47619047619047616,0.43075516410164855
2025-01-09,80.0,2025-02-08,0.11904761904761904,16.30156535757597
2025-01-09,80.0,2025-03-10,0.23809523809523808,16.581970173386427
2025-01-09,80.0,2025-05-09,0.47619047619047616,17.121254092282996
2025-01-09,85.0,2025-02-08,0.11904761904761904,11.06337200083567
2025-01-09,85.0,2025-03-10,0.23809523809523808,12.260906639440392
2025-01-09,85.0,2025-05-09,0.47619047619047616,13.358647355782043
2025-01-09,90.0,2025-02-08,0.11904761904761904,7.032566199930435
2025-01-09,90.0,2025-03-10,0.23809523809523808,7.7402678188944485
2025-01-09,90.0,2025-05-09,0.47619047619047616,9.542675906834448
2025-01-09,95.0,2025-02-08,0.11904761904761904,3.1398862397228053
2025-01-09,95.0,2025-03-10,0.23809523809523808,4.956611713823729
2025-01-09,95.0,2025-05-09,0.47619047619047616,6.293003522931477
2025-01-09,100.0,2025-02-08,0.11904761904761904,1.3230965092877973
2025-01-09,100.0,2025-03-10,0.23809523809523808,2.6783363599575427
2025-01-09,100.0,2025-05-09,0.47619047619047616,4.119676270521035
2025-01-09,105.0,2025-02-08,0.11904761904761904,0.3934190698028825
2025-01-09,105.0,2025-03-10,0.23809523809523808,1.2342502810881688
2025-01-09,105.0,2025-05-09,0.47619047619047616,2.717054269839644
2025-01-09,110.0,2025-02-08,0.11904761904761904,0.06782007894013818
2025-01-09,110.0,2025-03-10,0.23809523809523808,0.5375163642525544
2025-01-09,110.0,2025-05-09,0.47619047619047616,1.4801078517673665
2025-01-09,115.0,2025-02-08,0.11904761904761904,0.009728590059214445
2025-01-09,115.0,2025-03-10,0.23809523809523808,0.23418953871949746
2025-01-09,115.0,2025-05-09,0.47619047619047616,0.7954929180312474
2025-01-09,120.0,2025-02-08,0.11904761904761904,0.0
2025-01-09,120.0,2025-03-10,0.23809523809523808,0.05521528738083941
2025-01-09,120.0,2025-05-09,0.47619047619047616,0.507481844631765
2025-01-10,80.0,2025-02-09,0.11904761904761904,17.902203445012365
2025-01-10,80.0,2025-03-11,0.23809523809523808,17.892149907825022
2025-01-10,80.0,2025-05-10,0.47619047619047616,18.754881798776644
2025-01-10,85.0,2025-02-09,0.11904761904761904,13.26987056738055
2025-01-10,85.0,2025-03-11,0.23809523809523808,13.290416725984263
2025-01-10,85.0,2025-05-10,0.47619047619047616,15.085098108753481
2025-01-10,90.0,2025-02-09,0.11904761904761904,8.53810159698636
2025-01-10,90.0,2025-03-11,0.23809523809523808,8.964818390129802
2025-01-10,90.0,2025-05-10,0.47619047619047616,10.381714320824216
2025-01-10,95.0,2025-02-09,0.11904761904761904,4.416568587040565
2025-01-10,95.0,2025-03-11,0.23809523809523808,6.0591823397759015
2025-01-10,95.0,2025-05-10,0.47619047619047616,7.332848058138964
2025-01-10,100.0,2025-02-09,0.11904761904761904,1.8516105170180719
2025-01-10,100.0,2025-03-11,0.23809523809523808,2.9991323429696495
2025-01-10,100.0,2025-05-10,0.47619047619047616,4.733852129862401
2025-01-10,105.0,2025-02-09,0.11904761904761904,0.6517471936744188
2025-01-10,105.0,2025-03-11,0.23809523809523808,1.4269623257879074
2025-01-10,105.0,2025-05-10,0.47619047619047616,2.8555045057788635
2025-01-10,110.0,2025-02-09,0.11904761904761904,0.1838828452463801
2025-01-10,110.0,2025-03-11,0.23809523809523808,0.6108790837247674
2025-01-10,110.0,2025-05-10,0.47619047619047616,1.757448576797944
2025-01-10,115.0,2025-02-09,0.11904761904761904,0.02845047464298918
2025-01-10,115.0,2025-03-11,0.23809523809523808,0.19369703583408268
2025-01-10,115.0,2025-05-10,0.47619047619047616,1.0310363591287774
2025-01-10,120.0,2025-02-09,0.11904761904761904,0.005622587991842365
2025-01-10,120.0,2025-03-11,0.23809523809523808,0.1076171347485889
2025-01-10,120.0,2025-05-10,0.47619047619047616,0.5330686653770385
2025-01-13,80.0,2025-02-12,0.11904761904761904,17.657042746005715
2025-01-13,80.0,2025-03-14,0.23809523809523808,17.755050911479803
2025-01-13,80.0,2025-05-13,0.47619047619047616,18.930842440786744
2025-01-13,85.0,2025-02-12,0.11904761904761904,12.842644432345173
2025-01-13,85.0,2025-03-14,0.23809523809523808,13.23544716476304
2025-01-13,85.0,2025-05-13,0.47619047619047616,13.90051699801551
2025-01-13,90.0,2025-02-12,0.11904761904761904,8.004034941389579
2025-01-13,90.0,2025-03-14,0.23809523809523808,8.584819857878855
2025-01-13,90.0,2025-05-13,0.47619047619047616,10.349875393587526
2025-01-13,95.0,2025-02-12,0.11904761904761904,4.135245188005951
2025-01-13,95.0,2025-03-14,0.23809523809523808,5.1882429322295565
2025-01-13,95.0,2025-05-13,0.47619047619047616,6.743362488143296
2025-01-13,100.0,2025-02-12,0.11904761904761904,1.6811969095126236
2025-01-13,100.0,2025-03-14,0.23809523809523808,3.0275085733556715
2025-01-13,100.0,2025-05-13,0.47619047619047616,4.742078600342403
2025-01-13,105.0,2025-02-12,0.11904761904761904,0.490707255180813
2025-01-13,105.0,2025-03-14,0.23809523809523808,1.1864031372751997
2025-01-13,105.0,2025-05-13,0.47619047619047616,2.739806063003756
2025-01-13,110.0,2025-02-12,0.11904761904761904,0.11092718887948552
2025-01-13,110.0,2025-03-14,0.23809523809523808,0.5064991768441489
2025-01-13,110.0,2025-05-13,0.47619047619047616,1.6975899043253642
2025-01-13,115.0,2025-02-12,0.11904761904761904,0.02367775124252244
2025-01-13,115.0,2025-03-14,0.23809523809523808,0.1727137364560331
2025-01-13,115.0,2025-05-13,0.47619047619047616,0.8999075456094814
2025-01-13,120.0,2025-02-12,0.11904761904761904,0.00028372158305210883
2025-01-13,120.0,2025-03-14,0.23809523809523808,0.06771362376607191
2025-01-13,120.0,2025-05-13,0.47619047619047616,0.43517610620250613
2025-01-14,80.0,2025-02-13,0.11904761904761904,20.057409534695708
2025-01-14,80.0,2025-03-15,0.23809523809523808,20.38356677886876
2025-01-14,80.0,2025-05-14,0.47619047619047616,20.826405479715692
2025-01-14,85.0,2025-02-13,0.11904761904761904,15.077486058183968
2025-01-14,85.0,2025-03-15,0.23809523809523808,15.425454066400698
2025-01-14,85.0,2025-05-14,0.47619047619047616,17.090010023766514
2025-01-14,90.0,2025-02-13,0.11904761904761904,10.525365083264768
2025-01-14,90.0,2025-03-15,0.23809523809523808,11.206154361680426
2025-01-14,90.0,2025-05-14,0.47619047619047616,12.467546444332001
2025-01-14,95.0,2025-02-13,0.11904761904761904,5.999763829267932
2025-01-14,95.0,2025-03-15,0.23809523809523808,7.405968066077349
2025-01-14,95.0,2025-05-14,0.47619047619047616,8.832575553728072
2025-01-14,100.0,2025-02-13,0.11904761904761904,2.929113710913499
2025-01-14,100.0,2025-03-15,0.23809523809523808,4.076662842209917
2025-01-14,100.0,2025-05-14,0.47619047619047616,6.276656005688187
2025-01-14,105.0,2025-02-13,0.11904761904761904,1.0859411635751521
2025-01-14,105.0,2025-03-15,0.23809523809523808,2.0854185781013257
2025-01-14,105.0,2025-05-14,0.47619047619047616,4.132207435150293
2025-01-14,110.0,2025-02-13,0.11904761904761904,0.3295995616161581
2025-01-14,110.0,2025-03-15,0.23809523809523808,1.1193424055086263
2025-01-14,110.0,2025-05-14,0.47619047619047616,2.5409105065912185
2025-01-14,115.0,2025-02-13,0.11904761904761904,0.11073606503875552
2025-01-14,115.0,2025-03-15,0.23809523809523808,0.463585036463303
2025-01-14,115.0,2025-05-14,0.47619047619047616,1.5219245584652605
2025-01-14,120.0,2025-02-13,0.11904761904761904,0.012125986760443075
2025-01-14,120.0,2025-03-15,0.23809523809523808,0.1746694991826407
2025-01-14,120.0,2025-05-14,0.47619047619047616,0.7789612712272647
2025-01-15,80.0,2025-02-14,0.11904761904761904,21.73325999099524
2025-01-15,80.0,2025-03-16,0.23809523809523808,22.100178432976566
2025-01-15,80.0,2025-05-15,0.47619047619047616,21.820705734684058
2025-01-15,85.0,2025-02-14,0.11904761904761904,16.8093612341768
2025-01-15,85.0,2025-03-16,0.23809523809523808,17.057267563918206
2025-01-15,85.0,2025-05-15,0.47619047619047616,17.62401708805199
2025-01-15,90.0,2025-02-14,0.11904761904761904,11.50540515980205
2025-01-15,90.0,2025-03-16,0.23809523809523808,12.464818574145822
2025-01-15,90.0,2025-05-15,0.47619047619047616,13.057098229706048
2025-01-15,95.0,2025-02-14,0.11904761904761904,7.085107395156422
2025-01-15,95.0,2025-03-16,0.23809523809523808,8.03149490106776
2025-01-15,95.0,2025-05-15,0.47619047619047616,9.724166637132383
2025-01-15,100.0,2025-02-14,0.11904761904761904,3.7933650799962084
2025-01-15,100.0,2025-03-16,0.23809523809523808,4.811636476124702
2025-01-15,100.0,2025-05-15,0.47619047619047616,6.6387977530270605
2025-01-15,105.0,2025-02-14,0.11904761904761904,1.4572877205637866
2025-01-15,105.0,2025-03-16,0.23809523809523808,2.610516950346662
2025-01-15,105.0,2025-05-15,0.47619047619047616,4.451321333546805
2025-01-15,110.0,2025-02-14,0.11904761904761904,0.4757387271929921
2025-01-15,110.0,2025-03-16,0.23809523809523808,1.440713858257685
2025-01-15,110.0,2025-05-15,0.47619047619047616,2.683126653656274
2025-01-15,115.0,2025-02-14,0.11904761904761904,0.11634403160624236
2025-01-15,115.0,2025-03-16,0.23809523809523808,0.49764050109006774
2025-01-15,115.0,2025-05-15,0.47619047619047616,1.524958986287225
2025-01-15,120.0,2025-02-14,0.11904761904761904,0.025485782016582196
2025-01-15,120.0,2025-03-16,0.23809523809523808,0.21193074556061806
2025-01-15,120.0,2025-05-15,0.47619047619047616,0.9208016085484511
2025-01-16,80.0,2025-02-15,0.11904761904761904,22.402708709160212
2025-01-16,80.0,2025-03-17,0.23809523809523808,22.774245727811238
2025-01-16,80.0,2025-05-16,0.47619047619047616,23.516120938050502
2025-01-16,85.0,2025-02-15,0.11904761904761904,17.565179722178595
2025-01-16,85.0,2025-03-17,0.23809523809523808,17.888555215006207
2025-01-16,85.0,2025-05-16,0.47619047619047616,18.643612231625752
2025-01-16,90.0,2025-02-15,0.11904761904761904,12.465326959796233
2025-01-16,90.0,2025-03-17,0.23809523809523808,13.15027748763079
2025-01-16,90.0,2025-05-16,0.47619047619047616,14.275307802356165
2025-01-16,95.0,2025-02-15,0.11904761904761904,7.822931295045637
2025-01-16,95.0,2025-03-17,0.23809523809523808,9.127406130584946
2025-01-16,95.0,2025-05-16,0.47619047619047616,10.736687910851145
2025-01-16,100.0,2025-02-15,0.11904761904761904,4.172365347858408
2025-01-16,100.0,2025-03-17,0.23809523809523808,5.789483359310811
2025-01-16,100.0,2025-05-16,0.47619047619047616,7.974389402661701
2025-01-16,105.0,2025-02-15,0.11904761904761904,1.9381024108185645
2025-01-16,105.0,2025-03-17,0.23809523809523808,3.297773595071985
2025-01-16,105.0,2025-05-16,0.47619047619047616,5.067095703288021
2025-01-16,110.0,2025-02-15,0.11904761904761904,0.6664997081296099
2025-01-16,110.0,2025-03-17,0.23809523809523808,1.5946414496217416
2025-01-16,110.0,2025-05-16,0.47619047619047616,3.5345172777233707
2025-01-16,115.0,2025-02-15,0.11904761904761904,0.14437428995548507
2025-01-16,115.0,2025-03-17,0.23809523809523808,0.8175176716668238
2025-01-16,115.0,2025-05-16,0.47619047619047616,2.058499458438238
2025-01-16,120.0,2025-02-15,0.11904761904761904,0.028872519356572666
2025-01-16,120.0,2025-03-17,0.23809523809523808,0.31043518559923755
2025-01-16,120.0,2025-05-16,0.47619047619047616,1.4977337573670861
2025-01-17,80.0,2025-02-16,0.11904761904761904,21.20071317375512
2025-01-17,80.0,2025-03-18,0.23809523809523808,21.66428094144485
2025-01-17,80.0,2025-05-17,0.47619047619047616,21.47839737999286
2025-01-17,85.0,2025-02-16,0.11904761904761904,16.320543813478746
2025-01-17,85.0,2025-03-18,0.23809523809523808,16.374181546839434
2025-01-17,85.0,2025-05-17,0.47619047619047616,17.437572152122783
2025-01-17,90.0,2025-02-16,0.11904761904761904,11.230789220312149
2025-01-17,90.0,2025-03-18,0.23809523809523808,11.77348804581109
2025-01-17,90.0,2025-05-17,0.47619047619047616,13.295733334611283
2025-01-17,95.0,2025-02-16,0.11904761904761904,6.964655716048067
2025-01-17,95.0,2025-03-18,0.23809523809523808,8.56291871528875
2025-01-17,95.0,2025-05-17,0.47619047619047616,9.747107363906474
2025-01-17,100.0,2025-02-16,0.11904761904761904,3.8568103388610413
2025-01-17,100.0,2025-03-18,0.23809523809523808,5.098383525866648
2025-01-17,100.0,2025-05-17,0.47619047619047616,6.954256937317927
2025-01-17,105.0,2025-02-16,0.11904761904761904,1.6809209808821686
2025-01-17,105.0,2025-03-18,0.23809523809523808,2.719399118152973
2025-01-17,105.0,2025-05-17,0.47619047619047616,4.8884964271654034
2025-01-17,110.0,2025-02-16,0.11904761904761904,0.5818084751389007
2025-01-17,110.0,2025-03-18,0.23809523809523808,1.6123448240631193
2025-01-17,110.0,2025-05-17,0.47619047619047616,3.335609651268836
2025-01-17,115.0,2025-02-16,0.11904761904761904,0.14777904496242317
2025-01-17,115.0,2025-03-18,0.23809523809523808,0.7370913099855035
2025-01-17,115.0,2025-05-17,0.47619047619047616,2.0633673260756944
2025-01-17,120.0,2025-02-16,0.11904761904761904,0.04789507612616883
2025-01-17,120.0,2025-03-18,0.23809523809523808,0.2597976958354115
2025-01-17,120.0,2025-05-17,0.47619047619047616,1.194618753882537
2025-01-20,80.0,2025-02-19,0.11904761904761904,19.018704970947187
2025-01-20,80.0,2025-03-21,0.23809523809523808,19.938904656767185
2025-01-20,80.0,2025-05-20,0.47619047619047616,20.781025494024767
2025-01-20,85.0,2025-02-19,0.11904761904761904,14.788396792678126
2025-01-20,85.0,2025-03-21,0.23809523809523808,15.000247835840735
2025-01-20,85.0,2025-05-20,0.47619047619047616,15.611784634784028
2025-01-20,90.0,2025-02-19,0.11904761904761904,9.806472487117421
2025-01-20,90.0,2025-03-21,0.23809523809523808,10.740977810057776
2025-01-20,90.0,2025-05-20,0.47619047619047616,11.853665664429466
2025-01-20,95.0,2025-02-19,0.11904761904761904,5.791887100974722
2025-01-20,95.0,2025-03-21,0.23809523809523808,7.369301025922011
2025-01-20,95.0,2025-05-20,0.47619047619047616,8.851149880204964
2025-01-20,100.0,2025-02-19,0.11904761904761904,2.850488758050985
2025-01-20,100.0,2025-03-21,0.23809523809523808,4.089206181355824
2025-01-20,100.0,2025-05-20,0.47619047619047616,6.313635549267008
2025-01-20,105.0,2025-02-19,0.11904761904761904,1.0470905100226093
2025-01-20,105.0,2025-03-21,0.23809523809523808,2.357859097538798
2025-01-20,105.0,2025-05-20,0.47619047619047616,4.427331585168603
2025-01-20,110.0,2025-02-19,0.11904761904761904,0.3439778597025561
2025-01-20,110.0,2025-03-21,0.23809523809523808,1.2064954855207968
2025-01-20,110.0,2025-05-20,0.47619047619047616,2.673023262826829
2025-01-20,115.0,2025-02-19,0.11904761904761904,0.10655624665413113
2025-01-20,115.0,2025-03-21,0.23809523809523808,0.48055894822466816
2025-01-20,115.0,2025-05-20,0.47619047619047616,1.6839268106784835
2025-01-20,120.0,2025-02-19,0.11904761904761904,0.018923507922147025
2025-01-20,120.0,2025-03-21,0.23809523809523808,0.19371141113772464
2025-01-20,120.0,2025-05-20,0.47619047619047616,1.088664504668741
2025-01-21,80.0,2025-02-20,0.11904761904761904,20.647099599643646
2025-01-21,80.0,2025-03-22,0.23809523809523808,20.93904204796368
2025-01-21,80.0,2025-05-21,0.47619047619047616,21.24217426029382
2025-01-21,85.0,2025-02-20,0.11904761904761904,15.726727970442711
2025-01-21,85.0,2025-03-22,0.23809523809523808,16.255134473776923
2025-01-21,85.0,2025-05-21,0.47619047619047616,16.701799357876578
2025-01-21,90.0,2025-02-20,0.11904761904761904,11.0576078471257
2025-01-21,90.0,2025-03-22,0.23809523809523808,11.518221432326987
2025-01-21,90.0,2025-05-21,0.47619047619047616,12.776799159181008
2025-01-21,95.0,2025-02-20,0.11904761904761904,6.773131947950754
2025-01-21,95.0,2025-03-22,0.23809523809523808,7.7448601168803455
2025-01-21,95.0,2025-05-21,0.47619047619047616,9.256649779037115
2025-01-21,100.0,2025-02-20,0.11904761904761904,3.134787734237976
2025-01-21,100.0,2025-03-22,0.23809523809523808,4.531816286256162
2025-01-21,100.0,2025-05-21,0.47619047619047616,6.975788868735377
2025-01-21,105.0,2025-02-20,0.11904761904761904,1.3016914592379545
